bar,rsi_kind,style,params,pair,arm_a,arm_b,agreement,jaccard,a_cagr,b_cagr,a_exc_spy,b_exc_spy,diff_exc_spy,a_exc_ew9,b_exc_ew9,diff_exc_ew9,a_t_spy,b_t_spy,N,H,E,X
1D,wilder,乙,"E=25,X=60,H=2",mult|price,mult,price,0.9178,0.819,6.4028,6.1077,-2.1759,-2.471,0.2951,-3.0531,-3.3482,0.2951,-0.942,-0.951,,2,25.0,60.0
1D,wilder,乙,"E=25,X=65,H=2",mult|price,mult,price,0.9163,0.8225,5.4312,5.0591,-3.1475,-3.5197,0.3722,-4.0248,-4.3969,0.3721,-1.418,-1.385,,2,25.0,65.0
1D,wilder,乙,"E=25,X=70,H=2",mult|price,mult,price,0.9134,0.8246,5.6857,4.8308,-2.893,-3.7479,0.8549,-3.7702,-4.6252,0.855,-1.323,-1.509,,2,25.0,70.0
1D,wilder,乙,"E=25,X=75,H=2",mult|price,mult,price,0.9096,0.8275,7.0198,6.6353,-1.5589,-1.9434,0.3845,-2.4361,-2.8206,0.3845,-0.715,-0.763,,2,25.0,75.0
1D,wilder,乙,"E=25,X=80,H=2",mult|price,mult,price,0.9071,0.8345,7.0443,7.0513,-1.5344,-1.5274,-0.007,-2.4117,-2.4046,-0.0071,-0.76,-0.625,,2,25.0,80.0
1D,wilder,乙,"E=25,X=85,H=2",mult|price,mult,price,0.9052,0.8452,8.6714,8.0693,0.0927,-0.5094,0.6021,-0.7845,-1.3866,0.6021,0.092,-0.178,,2,25.0,85.0
1D,wilder,乙,"E=25,X=90,H=2",mult|price,mult,price,0.9028,0.8588,9.1638,8.7219,0.5851,0.1432,0.4419,-0.2921,-0.734,0.4419,0.41,0.134,,2,25.0,90.0
1D,wilder,乙,"E=25,X=95,H=2",mult|price,mult,price,0.9099,0.8884,8.7116,8.0264,0.1329,-0.5523,0.6852,-0.7443,-1.4295,0.6852,0.135,-0.39,,2,25.0,95.0
1D,wilder,乙,"E=30,X=50,H=2",mult|price,mult,price,0.9197,0.8334,6.372,8.7,-2.2067,0.1213,-2.328,-3.0839,-0.7559,-2.328,-0.865,0.067,,2,30.0,50.0
1D,wilder,乙,"E=30,X=55,H=2",mult|price,mult,price,0.9192,0.8356,7.078,8.5745,-1.5007,-0.0042,-1.4965,-2.3779,-0.8814,-1.4965,-0.566,0.025,,2,30.0,55.0
1D,wilder,乙,"E=30,X=60,H=2",mult|price,mult,price,0.9188,0.8388,7.0723,6.9079,-1.5064,-1.6708,0.1644,-2.3836,-2.5481,0.1645,-0.595,-0.654,,2,30.0,60.0
1D,wilder,乙,"E=30,X=65,H=2",mult|price,mult,price,0.9184,0.843,7.2441,7.4721,-1.3346,-1.1066,-0.228,-2.2119,-1.9838,-0.2281,-0.547,-0.438,,2,30.0,65.0
1D,wilder,乙,"E=30,X=70,H=2",mult|price,mult,price,0.9162,0.8451,7.2159,7.206,-1.3628,-1.3727,0.0099,-2.24,-2.2499,0.0099,-0.566,-0.552,,2,30.0,70.0
1D,wilder,乙,"E=30,X=75,H=2",mult|price,mult,price,0.9146,0.85,8.0442,8.2944,-0.5345,-0.2843,-0.2502,-1.4118,-1.1616,-0.2502,-0.178,-0.051,,2,30.0,75.0
1D,wilder,乙,"E=30,X=80,H=2",mult|price,mult,price,0.914,0.8579,7.4345,8.1145,-1.1442,-0.4642,-0.68,-2.0215,-1.3414,-0.6801,-0.527,-0.144,,2,30.0,80.0
1D,wilder,乙,"E=30,X=85,H=2",mult|price,mult,price,0.9137,0.8681,9.1959,9.1959,0.6172,0.6172,0.0,-0.2601,-0.26,-0.0001,0.395,0.386,,2,30.0,85.0
1D,wilder,乙,"E=30,X=90,H=2",mult|price,mult,price,0.9134,0.8802,9.3328,8.8608,0.7541,0.282,0.4721,-0.1231,-0.5952,0.4721,0.515,0.216,,2,30.0,90.0
1D,wilder,乙,"E=30,X=95,H=2",mult|price,mult,price,0.9243,0.9089,8.6679,7.9098,0.0892,-0.6689,0.7581,-0.7881,-1.5461,0.758,0.09,-0.503,,2,30.0,95.0
1D,wilder,乙,"E=35,X=50,H=2",mult|price,mult,price,0.9219,0.849,3.7448,4.3671,-4.8339,-4.2116,-0.6223,-5.7111,-5.0888,-0.6223,-2.087,-1.791,,2,35.0,50.0
1D,wilder,乙,"E=35,X=55,H=2",mult|price,mult,price,0.9224,0.8527,4.019,4.085,-4.5597,-4.4937,-0.066,-5.4369,-5.371,-0.0659,-1.977,-1.907,,2,35.0,55.0
1D,wilder,乙,"E=35,X=60,H=2",mult|price,mult,price,0.9226,0.8562,4.1179,2.9091,-4.4608,-5.6696,1.2088,-5.338,-6.5469,1.2089,-1.971,-2.471,,2,35.0,60.0
1D,wilder,乙,"E=35,X=65,H=2",mult|price,mult,price,0.9224,0.8597,4.4666,4.1646,-4.1121,-4.4141,0.302,-4.9894,-5.2913,0.3019,-1.868,-1.957,,2,35.0,65.0
1D,wilder,乙,"E=35,X=70,H=2",mult|price,mult,price,0.9208,0.8623,4.6015,4.1043,-3.9772,-4.4744,0.4972,-4.8544,-5.3516,0.4972,-1.875,-2.045,,2,35.0,70.0
1D,wilder,乙,"E=35,X=75,H=2",mult|price,mult,price,0.9197,0.8666,6.0381,5.408,-2.5406,-3.1707,0.6301,-3.4178,-4.0479,0.6301,-1.257,-1.48,,2,35.0,75.0
1D,wilder,乙,"E=35,X=80,H=2",mult|price,mult,price,0.9199,0.8742,5.885,5.3995,-2.6937,-3.1792,0.4855,-3.571,-4.0565,0.4855,-1.429,-1.581,,2,35.0,80.0
1D,wilder,乙,"E=35,X=85,H=2",mult|price,mult,price,0.9197,0.8826,8.06,7.0416,-0.5187,-1.5371,1.0184,-1.3959,-2.4143,1.0184,-0.27,-0.803,,2,35.0,85.0
1D,wilder,乙,"E=35,X=90,H=2",mult|price,mult,price,0.9207,0.8942,8.8587,7.9106,0.28,-0.6681,0.9481,-0.5972,-1.5454,0.9482,0.199,-0.401,,2,35.0,90.0
1D,wilder,乙,"E=35,X=95,H=2",mult|price,mult,price,0.9335,0.9218,8.5964,7.8599,0.0177,-0.7188,0.7365,-0.8595,-1.596,0.7365,0.021,-0.564,,2,35.0,95.0
1D,wilder,乙,"E=40,X=50,H=2",mult|price,mult,price,0.9252,0.8634,2.6365,3.484,-5.9422,-5.0947,-0.8475,-6.8195,-5.9719,-0.8476,-2.69,-2.257,,2,40.0,50.0
1D,wilder,乙,"E=40,X=55,H=2",mult|price,mult,price,0.9257,0.8665,3.1099,3.5407,-5.4688,-5.038,-0.4308,-6.346,-5.9152,-0.4308,-2.486,-2.236,,2,40.0,55.0
1D,wilder,乙,"E=40,X=60,H=2",mult|price,mult,price,0.9255,0.869,2.9595,2.4127,-5.6192,-6.166,0.5468,-6.4964,-7.0432,0.5468,-2.605,-2.796,,2,40.0,60.0
1D,wilder,乙,"E=40,X=65,H=2",mult|price,mult,price,0.9254,0.8721,3.6432,3.7197,-4.9355,-4.859,-0.0765,-5.8128,-5.7362,-0.0766,-2.346,-2.244,,2,40.0,65.0
1D,wilder,乙,"E=40,X=70,H=2",mult|price,mult,price,0.9247,0.8754,3.5649,3.5205,-5.0138,-5.0582,0.0444,-5.8911,-5.9354,0.0443,-2.488,-2.422,,2,40.0,70.0
1D,wilder,乙,"E=40,X=75,H=2",mult|price,mult,price,0.9244,0.8801,5.4317,4.9318,-3.147,-3.6469,0.4999,-4.0242,-4.5242,0.5,-1.629,-1.782,,2,40.0,75.0
1D,wilder,乙,"E=40,X=80,H=2",mult|price,mult,price,0.9254,0.8874,5.1194,5.048,-3.4593,-3.5307,0.0714,-4.3365,-4.408,0.0715,-1.932,-1.845,,2,40.0,80.0
1D,wilder,乙,"E=40,X=85,H=2",mult|price,mult,price,0.9264,0.8961,7.4381,6.598,-1.1406,-1.9807,0.8401,-2.0178,-2.8579,0.8401,-0.668,-1.093,,2,40.0,85.0
1D,wilder,乙,"E=40,X=90,H=2",mult|price,mult,price,0.9285,0.907,8.1315,7.6446,-0.4472,-0.9341,0.4869,-1.3245,-1.8113,0.4868,-0.296,-0.589,,2,40.0,90.0
1D,wilder,乙,"E=40,X=95,H=2",mult|price,mult,price,0.942,0.9328,8.3965,7.9554,-0.1822,-0.6233,0.4411,-1.0594,-1.5006,0.4412,-0.142,-0.498,,2,40.0,95.0
1D,wilder,甲,"N=1,H=3",mult|price,mult,price,0.9599,0.6941,9.7977,8.5891,1.219,0.0104,1.2086,0.3418,-0.8668,1.2086,0.713,0.465,1.0,3,,
1D,wilder,甲,"N=2,H=3",mult|price,mult,price,0.9366,0.7505,7.2197,8.0069,-1.359,-0.5718,-0.7872,-2.2362,-1.449,-0.7872,-0.377,0.057,2.0,3,,
1D,wilder,甲,"N=3,H=3",mult|price,mult,price,0.9196,0.7849,7.8253,6.6853,-0.7534,-1.8934,1.14,-1.6306,-2.7706,1.14,-0.282,-0.733,3.0,3,,
1D,wilder,乙,"E=5,X=50,H=3",mult|price,mult,price,0.9421,0.6581,4.9043,7.0658,-3.6744,-1.5129,-2.1615,-4.5516,-2.3902,-2.1614,-1.26,-0.565,,3,5.0,50.0
1D,wilder,乙,"E=5,X=55,H=3",mult|price,mult,price,0.9402,0.6593,5.8931,7.0793,-2.6856,-1.4994,-1.1862,-3.5628,-2.3766,-1.1862,-0.952,-0.546,,3,5.0,55.0
1D,wilder,乙,"E=5,X=60,H=3",mult|price,mult,price,0.9369,0.6561,5.9319,6.7719,-2.6468,-1.8068,-0.84,-3.524,-2.684,-0.84,-0.941,-0.649,,3,5.0,60.0
1D,wilder,乙,"E=5,X=65,H=3",mult|price,mult,price,0.9345,0.6604,6.4257,7.0113,-2.153,-1.5674,-0.5856,-3.0302,-2.4446,-0.5856,-0.807,-0.564,,3,5.0,65.0
1D,wilder,乙,"E=5,X=70,H=3",mult|price,mult,price,0.9296,0.6594,7.4028,7.3021,-1.1759,-1.2766,0.1007,-2.0531,-2.1538,0.1007,-0.445,-0.462,,3,5.0,70.0
1D,wilder,乙,"E=5,X=75,H=3",mult|price,mult,price,0.9218,0.6574,7.2298,8.5883,-1.3489,0.0096,-1.3585,-2.2261,-0.8676,-1.3585,-0.492,-0.007,,3,5.0,75.0
1D,wilder,乙,"E=5,X=80,H=3",mult|price,mult,price,0.9168,0.672,6.6647,8.0764,-1.914,-0.5023,-1.4117,-2.7912,-1.3796,-1.4116,-0.698,-0.163,,3,5.0,80.0
1D,wilder,乙,"E=5,X=85,H=3",mult|price,mult,price,0.9065,0.6801,7.3206,6.6236,-1.2581,-1.9551,0.697,-2.1353,-2.8323,0.697,-0.459,-0.662,,3,5.0,85.0
1D,wilder,乙,"E=5,X=90,H=3",mult|price,mult,price,0.8841,0.6811,6.8416,7.0908,-1.7371,-1.4879,-0.2492,-2.6143,-2.3651,-0.2492,-0.664,-0.521,,3,5.0,90.0
1D,wilder,乙,"E=5,X=95,H=3",mult|price,mult,price,0.8544,0.7116,9.6377,8.3217,1.059,-0.257,1.316,0.1818,-1.1343,1.3161,0.687,-0.01,,3,5.0,95.0
1D,wilder,乙,"E=10,X=50,H=3",mult|price,mult,price,0.9218,0.7231,4.8269,4.9781,-3.7518,-3.6006,-0.1512,-4.629,-4.4779,-0.1511,-1.36,-1.223,,3,10.0,50.0
1D,wilder,乙,"E=10,X=55,H=3",mult|price,mult,price,0.9212,0.7281,5.2333,5.842,-3.3454,-2.7367,-0.6087,-4.2227,-3.6139,-0.6088,-1.222,-0.919,,3,10.0,55.0
1D,wilder,乙,"E=10,X=60,H=3",mult|price,mult,price,0.9188,0.7289,5.778,6.0947,-2.8007,-2.484,-0.3167,-3.6779,-3.3612,-0.3167,-1.038,-0.837,,3,10.0,60.0
1D,wilder,乙,"E=10,X=65,H=3",mult|price,mult,price,0.9167,0.7338,6.5998,5.9507,-1.9789,-2.628,0.6491,-2.8562,-3.5052,0.649,-0.756,-0.88,,3,10.0,65.0
1D,wilder,乙,"E=10,X=70,H=3",mult|price,mult,price,0.9131,0.7362,6.2423,5.8115,-2.3364,-2.7672,0.4308,-3.2136,-3.6444,0.4308,-0.897,-0.925,,3,10.0,70.0
1D,wilder,乙,"E=10,X=75,H=3",mult|price,mult,price,0.9065,0.7364,6.0308,7.2744,-2.5479,-1.3043,-1.2436,-3.4252,-2.1815,-1.2437,-0.99,-0.386,,3,10.0,75.0
1D,wilder,乙,"E=10,X=80,H=3",mult|price,mult,price,0.9016,0.7451,6.8188,7.2657,-1.7599,-1.313,-0.4469,-2.6371,-2.1902,-0.4469,-0.707,-0.41,,3,10.0,80.0
1D,wilder,乙,"E=10,X=85,H=3",mult|price,mult,price,0.8946,0.7564,6.839,6.0042,-1.7397,-2.5745,0.8348,-2.6169,-3.4517,0.8348,-0.731,-0.919,,3,10.0,85.0
1D,wilder,乙,"E=10,X=90,H=3",mult|price,mult,price,0.8792,0.762,8.2763,6.2173,-0.3024,-2.3614,2.059,-1.1796,-3.2386,2.059,-0.111,-0.99,,3,10.0,90.0
1D,wilder,乙,"E=10,X=95,H=3",mult|price,mult,price,0.8668,0.7976,8.9197,6.9773,0.341,-1.6014,1.9424,-0.5362,-2.4786,1.9424,0.304,-0.856,,3,10.0,95.0
1D,wilder,乙,"E=15,X=50,H=3",mult|price,mult,price,0.9155,0.7641,6.5373,6.4193,-2.0414,-2.1594,0.118,-2.9186,-3.0366,0.118,-0.802,-0.748,,3,15.0,50.0
1D,wilder,乙,"E=15,X=55,H=3",mult|price,mult,price,0.9148,0.7673,5.9478,5.7274,-2.6309,-2.8513,0.2204,-3.5081,-3.7285,0.2204,-1.036,-0.99,,3,15.0,55.0
1D,wilder,乙,"E=15,X=60,H=3",mult|price,mult,price,0.9127,0.7679,6.7254,5.7897,-1.8533,-2.789,0.9357,-2.7305,-3.6662,0.9357,-0.739,-0.992,,3,15.0,60.0
1D,wilder,乙,"E=15,X=65,H=3",mult|price,mult,price,0.9115,0.7732,7.0206,5.595,-1.5581,-2.9837,1.4256,-2.4353,-3.8609,1.4256,-0.637,-1.064,,3,15.0,65.0
1D,wilder,乙,"E=15,X=70,H=3",mult|price,mult,price,0.9096,0.7782,6.5508,5.5003,-2.0279,-3.0784,1.0505,-2.9052,-3.9556,1.0504,-0.837,-1.094,,3,15.0,70.0
1D,wilder,乙,"E=15,X=75,H=3",mult|price,mult,price,0.9037,0.7782,7.2203,7.3061,-1.3584,-1.2726,-0.0858,-2.2356,-2.1498,-0.0858,-0.583,-0.412,,3,15.0,75.0
1D,wilder,乙,"E=15,X=80,H=3",mult|price,mult,price,0.8987,0.7836,7.6039,7.7949,-0.9748,-0.7838,-0.191,-1.852,-1.6611,-0.1909,-0.429,-0.23,,3,15.0,80.0
1D,wilder,乙,"E=15,X=85,H=3",mult|price,mult,price,0.8947,0.7961,8.4092,7.6918,-0.1695,-0.8869,0.7174,-1.0467,-1.7641,0.7174,-0.065,-0.295,,3,15.0,85.0
1D,wilder,乙,"E=15,X=90,H=3",mult|price,mult,price,0.8848,0.8061,9.2706,8.237,0.6919,-0.3417,1.0336,-0.1853,-1.219,1.0337,0.424,-0.093,,3,15.0,90.0
1D,wilder,乙,"E=15,X=95,H=3",mult|price,mult,price,0.8838,0.8408,8.3891,8.053,-0.1896,-0.5257,0.3361,-1.0669,-1.4029,0.336,-0.034,-0.281,,3,15.0,95.0
1D,wilder,乙,"E=20,X=50,H=3",mult|price,mult,price,0.9137,0.7946,8.2443,8.8212,-0.3344,0.2425,-0.5769,-1.2116,-0.6347,-0.5769,-0.14,0.134,,3,20.0,50.0
1D,wilder,乙,"E=20,X=55,H=3",mult|price,mult,price,0.9131,0.7969,8.0879,8.325,-0.4908,-0.2537,-0.2371,-1.368,-1.131,-0.237,-0.218,-0.055,,3,20.0,55.0
1D,wilder,乙,"E=20,X=60,H=3",mult|price,mult,price,0.9116,0.7977,8.0922,7.797,-0.4865,-0.7817,0.2952,-1.3637,-1.659,0.2953,-0.217,-0.272,,3,20.0,60.0
1D,wilder,乙,"E=20,X=65,H=3",mult|price,mult,price,0.9117,0.8049,6.7646,7.382,-1.8141,-1.1967,-0.6174,-2.6913,-2.074,-0.6173,-0.799,-0.432,,3,20.0,65.0
1D,wilder,乙,"E=20,X=70,H=3",mult|price,mult,price,0.9101,0.8089,7.3624,7.1111,-1.2163,-1.4676,0.2513,-2.0935,-2.3448,0.2513,-0.538,-0.543,,3,20.0,70.0
1D,wilder,乙,"E=20,X=75,H=3",mult|price,mult,price,0.9057,0.8102,7.7816,8.6584,-0.7971,0.0797,-0.8768,-1.6743,-0.7975,-0.8768,-0.354,0.123,,3,20.0,75.0
1D,wilder,乙,"E=20,X=80,H=3",mult|price,mult,price,0.902,0.8152,7.2902,8.5186,-1.2885,-0.0601,-1.2284,-2.1657,-0.9373,-1.2284,-0.616,0.067,,3,20.0,80.0
1D,wilder,乙,"E=20,X=85,H=3",mult|price,mult,price,0.8996,0.8262,8.4766,8.353,-0.1021,-0.2257,0.1236,-0.9794,-1.103,0.1236,-0.026,-0.025,,3,20.0,85.0
1D,wilder,乙,"E=20,X=90,H=3",mult|price,mult,price,0.8953,0.8392,9.091,9.2811,0.5123,0.7024,-0.1901,-0.3649,-0.1748,-0.1901,0.349,0.458,,3,20.0,90.0
1D,wilder,乙,"E=20,X=95,H=3",mult|price,mult,price,0.8986,0.8691,8.545,8.3362,-0.0337,-0.2425,0.2088,-0.9109,-1.1198,0.2089,0.033,-0.131,,3,20.0,95.0
1D,wilder,乙,"E=25,X=50,H=3",mult|price,mult,price,0.9109,0.814,6.4006,6.4348,-2.1781,-2.1439,-0.0342,-3.0553,-3.0211,-0.0342,-0.991,-0.854,,3,25.0,50.0
1D,wilder,乙,"E=25,X=55,H=3",mult|price,mult,price,0.9104,0.8159,7.3788,6.7753,-1.1999,-1.8034,0.6035,-2.0771,-2.6806,0.6035,-0.557,-0.714,,3,25.0,55.0
1D,wilder,乙,"E=25,X=60,H=3",mult|price,mult,price,0.9102,0.8188,7.928,6.8369,-0.6507,-1.7418,1.0911,-1.528,-2.619,1.091,-0.303,-0.693,,3,25.0,60.0
1D,wilder,乙,"E=25,X=65,H=3",mult|price,mult,price,0.9109,0.8251,5.8299,6.4467,-2.7488,-2.132,-0.6168,-3.626,-3.0092,-0.6168,-1.313,-0.859,,3,25.0,65.0
1D,wilder,乙,"E=25,X=70,H=3",mult|price,mult,price,0.9091,0.8275,6.027,6.2792,-2.5517,-2.2995,-0.2522,-3.429,-3.1767,-0.2523,-1.216,-0.934,,3,25.0,70.0
1D,wilder,乙,"E=25,X=75,H=3",mult|price,mult,price,0.9059,0.8295,6.9319,7.4648,-1.6468,-1.1139,-0.5329,-2.524,-1.9912,-0.5328,-0.801,-0.422,,3,25.0,75.0
1D,wilder,乙,"E=25,X=80,H=3",mult|price,mult,price,0.9045,0.8363,7.1178,7.5008,-1.4609,-1.0779,-0.383,-2.3381,-1.9551,-0.383,-0.757,-0.444,,3,25.0,80.0
1D,wilder,乙,"E=25,X=85,H=3",mult|price,mult,price,0.9044,0.8476,8.1193,7.9028,-0.4594,-0.6759,0.2165,-1.3366,-1.5531,0.2165,-0.231,-0.278,,3,25.0,85.0
1D,wilder,乙,"E=25,X=90,H=3",mult|price,mult,price,0.9027,0.8603,8.8237,8.6292,0.245,0.0505,0.1945,-0.6323,-0.8268,0.1945,0.199,0.075,,3,25.0,90.0
1D,wilder,乙,"E=25,X=95,H=3",mult|price,mult,price,0.9102,0.8891,8.5984,7.841,0.0197,-0.7377,0.7574,-0.8575,-1.6149,0.7574,0.049,-0.525,,3,25.0,95.0
1D,wilder,乙,"E=30,X=50,H=3",mult|price,mult,price,0.9156,0.841,6.5854,7.2439,-1.9933,-1.3348,-0.6585,-2.8705,-2.212,-0.6585,-0.843,-0.541,,3,30.0,50.0
1D,wilder,乙,"E=30,X=55,H=3",mult|price,mult,price,0.9144,0.841,7.9339,7.4271,-0.6448,-1.1516,0.5068,-1.522,-2.0288,0.5068,-0.24,-0.462,,3,30.0,55.0
1D,wilder,乙,"E=30,X=60,H=3",mult|price,mult,price,0.9155,0.8451,7.7892,7.2985,-0.7895,-1.2802,0.4907,-1.6668,-2.1575,0.4907,-0.316,-0.52,,3,30.0,60.0
1D,wilder,乙,"E=30,X=65,H=3",mult|price,mult,price,0.9162,0.8495,7.8736,7.9573,-0.7051,-0.6214,-0.0837,-1.5824,-1.4987,-0.0837,-0.291,-0.237,,3,30.0,65.0
1D,wilder,乙,"E=30,X=70,H=3",mult|price,mult,price,0.9141,0.8503,7.6902,7.7271,-0.8885,-0.8516,-0.0369,-1.7658,-1.7288,-0.037,-0.377,-0.337,,3,30.0,70.0
1D,wilder,乙,"E=30,X=75,H=3",mult|price,mult,price,0.9133,0.8548,8.4421,8.8486,-0.1366,0.2699,-0.4065,-1.0138,-0.6073,-0.4065,-0.004,0.2,,3,30.0,75.0
1D,wilder,乙,"E=30,X=80,H=3",mult|price,mult,price,0.9129,0.8612,7.9749,9.0126,-0.6038,0.4339,-1.0377,-1.4811,-0.4434,-1.0377,-0.276,0.287,,3,30.0,80.0
1D,wilder,乙,"E=30,X=85,H=3",mult|price,mult,price,0.9138,0.8712,9.335,9.4319,0.7563,0.8532,-0.0969,-0.1209,-0.0241,-0.0968,0.464,0.516,,3,30.0,85.0
1D,wilder,乙,"E=30,X=90,H=3",mult|price,mult,price,0.9137,0.8819,9.3066,8.7863,0.7279,0.2076,0.5203,-0.1493,-0.6697,0.5204,0.501,0.17,,3,30.0,90.0
1D,wilder,乙,"E=30,X=95,H=3",mult|price,mult,price,0.9245,0.9093,8.6014,7.865,0.0227,-0.7137,0.7364,-0.8545,-1.591,0.7365,0.038,-0.538,,3,30.0,95.0
1D,wilder,乙,"E=35,X=50,H=3",mult|price,mult,price,0.9184,0.856,4.2266,4.7723,-4.3521,-3.8064,-0.5457,-5.2293,-4.6836,-0.5457,-2.03,-1.716,,3,35.0,50.0
1D,wilder,乙,"E=35,X=55,H=3",mult|price,mult,price,0.9182,0.8572,5.1871,5.1957,-3.3916,-3.383,-0.0086,-4.2688,-4.2602,-0.0086,-1.573,-1.507,,3,35.0,55.0
1D,wilder,乙,"E=35,X=60,H=3",mult|price,mult,price,0.9201,0.8623,4.7777,4.4273,-3.801,-4.1514,0.3504,-4.6782,-5.0286,0.3504,-1.791,-1.902,,3,35.0,60.0
1D,wilder,乙,"E=35,X=65,H=3",mult|price,mult,price,0.9205,0.8653,5.0884,5.4693,-3.4903,-3.1094,-0.3809,-4.3675,-3.9867,-0.3808,-1.677,-1.442,,3,35.0,65.0
1D,wilder,乙,"E=35,X=70,H=3",mult|price,mult,price,0.9196,0.8676,5.1854,5.2433,-3.3933,-3.3354,-0.0579,-4.2705,-4.2127,-0.0578,-1.678,-1.575,,3,35.0,70.0
1D,wilder,乙,"E=35,X=75,H=3",mult|price,mult,price,0.9188,0.8712,6.3918,6.5405,-2.1869,-2.0382,-0.1487,-3.0642,-2.9154,-0.1488,-1.126,-0.966,,3,35.0,75.0
1D,wilder,乙,"E=35,X=80,H=3",mult|price,mult,price,0.9186,0.8767,6.7532,7.1377,-1.8255,-1.441,-0.3845,-2.7028,-2.3182,-0.3846,-1.007,-0.717,,3,35.0,80.0
1D,wilder,乙,"E=35,X=85,H=3",mult|price,mult,price,0.9204,0.886,8.5091,7.5072,-0.0696,-1.0715,1.0019,-0.9468,-1.9488,1.002,-0.025,-0.573,,3,35.0,85.0
1D,wilder,乙,"E=35,X=90,H=3",mult|price,mult,price,0.9215,0.8962,8.9288,8.027,0.3501,-0.5517,0.9018,-0.5271,-1.4289,0.9018,0.243,-0.333,,3,35.0,90.0
1D,wilder,乙,"E=35,X=95,H=3",mult|price,mult,price,0.9341,0.9226,8.5567,7.8448,-0.022,-0.7339,0.7119,-0.8992,-1.6112,0.712,-0.012,-0.577,,3,35.0,95.0
1D,wilder,乙,"E=40,X=50,H=3",mult|price,mult,price,0.9207,0.8673,2.8095,4.4678,-5.7692,-4.1109,-1.6583,-6.6464,-4.9881,-1.6583,-2.86,-1.997,,3,40.0,50.0
1D,wilder,乙,"E=40,X=55,H=3",mult|price,mult,price,0.921,0.8693,4.0456,4.6261,-4.5331,-3.9526,-0.5805,-5.4103,-4.8299,-0.5804,-2.233,-1.901,,3,40.0,55.0
1D,wilder,乙,"E=40,X=60,H=3",mult|price,mult,price,0.9233,0.8744,3.5195,3.3077,-5.0592,-5.271,0.2118,-5.9365,-6.1482,0.2117,-2.52,-2.559,,3,40.0,60.0
1D,wilder,乙,"E=40,X=65,H=3",mult|price,mult,price,0.9242,0.8778,4.1223,4.2988,-4.4564,-4.2799,-0.1765,-5.3336,-5.1571,-0.1765,-2.256,-2.114,,3,40.0,65.0
1D,wilder,乙,"E=40,X=70,H=3",mult|price,mult,price,0.9236,0.8801,4.2359,4.1484,-4.3428,-4.4303,0.0875,-5.2201,-5.3076,0.0875,-2.259,-2.211,,3,40.0,70.0
1D,wilder,乙,"E=40,X=75,H=3",mult|price,mult,price,0.9239,0.8843,5.6716,5.3864,-2.9071,-3.1923,0.2852,-3.7843,-4.0695,0.2852,-1.573,-1.619,,3,40.0,75.0
1D,wilder,乙,"E=40,X=80,H=3",mult|price,mult,price,0.9252,0.8908,6.0332,6.1646,-2.5455,-2.4141,-0.1314,-3.4227,-3.2913,-0.1314,-1.476,-1.292,,3,40.0,80.0
1D,wilder,乙,"E=40,X=85,H=3",mult|price,mult,price,0.9272,0.8993,7.9223,6.8201,-0.6564,-1.7586,1.1022,-1.5336,-2.6358,1.1022,-0.396,-1.004,,3,40.0,85.0
1D,wilder,乙,"E=40,X=90,H=3",mult|price,mult,price,0.9295,0.9092,8.1098,7.6132,-0.4689,-0.9655,0.4966,-1.3461,-1.8427,0.4966,-0.318,-0.617,,3,40.0,90.0
1D,wilder,乙,"E=40,X=95,H=3",mult|price,mult,price,0.9423,0.9333,8.3726,7.9427,-0.2061,-0.636,0.4299,-1.0834,-1.5132,0.4298,-0.162,-0.509,,3,40.0,95.0
1D,wilder,甲,"N=1,H=5",mult|price,mult,price,0.9572,0.6769,11.4899,9.4465,2.9112,0.8678,2.0434,2.034,-0.0094,2.0434,1.189,0.669,1.0,5,,
1D,wilder,甲,"N=2,H=5",mult|price,mult,price,0.9316,0.7332,8.0786,7.7292,-0.5001,-0.8495,0.3494,-1.3773,-1.7268,0.3495,0.011,-0.058,2.0,5,,
1D,wilder,甲,"N=3,H=5",mult|price,mult,price,0.9147,0.7731,9.1531,8.2167,0.5744,-0.362,0.9364,-0.3028,-1.2392,0.9364,0.407,0.002,3.0,5,,
1D,wilder,乙,"E=5,X=50,H=5",mult|price,mult,price,0.9253,0.6593,7.3664,8.8967,-1.2123,0.318,-1.5303,-2.0895,-0.5592,-1.5303,-0.453,0.043,,5,5.0,50.0
1D,wilder,乙,"E=5,X=55,H=5",mult|price,mult,price,0.9244,0.6618,8.2331,9.402,-0.3456,0.8233,-1.1689,-1.2228,-0.0539,-1.1689,-0.166,0.216,,5,5.0,55.0
1D,wilder,乙,"E=5,X=60,H=5",mult|price,mult,price,0.922,0.6614,8.4443,9.6734,-0.1344,1.0947,-1.2291,-1.0116,0.2175,-1.2291,-0.094,0.305,,5,5.0,60.0
1D,wilder,乙,"E=5,X=65,H=5",mult|price,mult,price,0.9196,0.6622,7.971,8.7886,-0.6077,0.2099,-0.8176,-1.4849,-0.6673,-0.8176,-0.266,0.037,,5,5.0,65.0
1D,wilder,乙,"E=5,X=70,H=5",mult|price,mult,price,0.9167,0.665,8.9705,9.1757,0.3918,0.597,-0.2052,-0.4854,-0.2802,-0.2052,0.113,0.196,,5,5.0,70.0
1D,wilder,乙,"E=5,X=75,H=5",mult|price,mult,price,0.9109,0.6656,8.7281,10.0112,0.1494,1.4325,-1.2831,-0.7278,0.5553,-1.2831,0.042,0.501,,5,5.0,75.0
